,Unnamed: 0,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,session_id,response,question_order,phase,prompt,real_world,typical_goal,task
601,647,41,4,"""",10500.2,survey-multi-choice,13,1058436,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By moving sliders.""}","[0,1]","""","""","""","""",""""
602,648,41,4,"[{""page_index"":0,""viewing_time"":2795.5},{""page_index"":1,""viewing_time"":4388.899999976158}]",7184.8,instructions,14,1065622,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"""","""","""","""","""","""",""""
603,649,41,4,"""",4140.3,survey-multi-choice,15,1069765,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
604,650,41,4,"[{""page_index"":0,""viewing_time"":1984.7999999523163}]",1985.2,instructions,16,1071751,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"""","""","""","""","""","""",""""
605,651,41,4,"""",17968.2,survey-likert,17,1089723,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""freq"":5}",[0],test,"""","""","""",""""
606,652,41,4,"""",18166.6,survey-likert,18,1107892,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""freq"":2}",[0],test,"""","""","""",""""
607,653,41,4,"""",5373.7,survey-likert,19,1113270,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""freq"":0}",[0],test,"""","""","""",""""
608,654,41,4,"""",5731,survey-likert,20,1119003,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""freq"":3}",[0],test,"""","""","""",""""
609,655,41,4,"""",8087.3,survey-likert,21,1127094,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""freq"":3}",[0],test,"""","""","""",""""
610,656,41,4,"""",8714.9,survey-likert,22,1135811,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""freq"":3}",[0],test,"""","""","""",""""
611,657,41,4,"""",5310.8,survey-likert,23,1141126,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""freq"":2}",[0],test,"""","""","""",""""
612,658,41,4,"""",17071.2,survey-text,24,1158207,8,60edecb2a22d916d2ed4a6f9,613ba6bad3ce5da4f172ba7f,5ed56a083d96410e193d2493,613ba6bad3ce5da4f172ba7f,"{""Q0"":""10"",""Q1"":""6"",""Q2"":""10"",""Q3"":""6"",""Q4"":""No""}","""","""","""","""","""",""""
613,659,43,1,"[{""page_index"":0,""viewing_time"":11529},{""page_index"":1,""viewing_time"":14705.599999904633},{""page_index"":2,""viewing_time"":44950.199999809265},{""page_index"":3,""viewing_time"":11161}]",82346.3,instructions,0,82350,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"""","""","""","""","""","""",""""
614,660,43,1,"""",129152.3,survey-text,1,211510,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Q0"":""I commit to do my best to try to write high-quality plans. I recognize that if I do not try my best to generate a plan for each goal, I may not be paid.""}","""","""","""","""","""",""""
615,661,43,1,"[{""page_index"":0,""viewing_time"":3206.8999996185303}]",3207.3,instructions,2,214718,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"""","""","""","""","""","""",""""
616,662,43,1,"""",21632.7,survey-multi-choice,3,236353,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""","""",""""
617,663,43,1,"[{""page_index"":0,""viewing_time"":1694.0999999046326}]",1694.6,instructions,4,238049,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"""","""","""","""","""","""",""""
618,664,43,1,"""",59004.6,survey-text,5,297056,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Plan"":""Start drafting ideas. Then hire a freelance designer to help bring your creation to life.""}","""",test,Build a float to dazzle the crowd at the Macy's Day Parade.,"""","""","generate, unconstrained"
619,665,43,1,"""",131150.5,survey-text,6,428209,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Plan"":""Look for workouts on youtube that will help you increase you jumping height. Start a daily stretching routine so your agility improves. ""}","""",test,Jump over a six foot tall man.,"""","""","generate, unconstrained"
620,666,43,1,"""",56508.6,survey-text,7,484720,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Plan"":""Start a petition or call your local government office to ban hunting in your woods.""}","""",test,Protect the deer in your nearby woods during hunting season.,"""","""","generate, unconstrained"
621,667,43,1,"""",81856.3,survey-text,8,566579,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Plan"":""Decide on a color that would work best for your property. Go to home depot and get advice on paint colors. Buy paint and brushes, then start painting.""}","""",test,Paint a fence.,"""","""","generate, unconstrained"
622,668,43,1,"""",154432,survey-text,9,721014,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Plan"":""If you have a phone, turn on the flashlight and put it on the lowest level to save battery power. Look for tools like a screwdriver to dismantle the door knob.""}","""",test,Escape from inside a locked custodial closet.,"""","""","generate, unconstrained"
623,669,43,1,"""",62694.2,survey-text,10,783710,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Plan"":""Relax and spread you body out to increase surface area. Look for something to grab on to that's outside the sand area and slowly pull yourself out.""}","""",test,Escape quicksand.,"""","""","generate, unconstrained"
624,670,43,1,"""",65437.3,survey-text,11,849150,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Plan"":""Look for the best recipe online. Go to your local grocery store and buy ingredients. Follow the recipe step by step to produce your desired cake.""}","""",test,Bake a cake.,"""","""","generate, unconstrained"
625,671,43,1,"[{""page_index"":0,""viewing_time"":1991.3000001907349},{""page_index"":1,""viewing_time"":113902.39999961853}]",115894.3,instructions,12,965045,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"""","""","""","""","""","""",""""
626,672,43,1,"""",6206.6,survey-multi-choice,13,971254,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
627,673,43,1,"[{""page_index"":0,""viewing_time"":974.7999997138977}]",975.4000001,instructions,14,972230,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"""","""","""","""","""","""",""""
628,674,43,1,"""",17352.2,survey-likert,15,989584,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""freq"":3}",[0],test,"""","""","""",""""
629,675,43,1,"""",6007,survey-likert,16,995593,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""freq"":3}",[0],test,"""","""","""",""""
630,676,43,1,"""",3005.6,survey-likert,17,998601,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""freq"":2}",[0],test,"""","""","""",""""
631,677,43,1,"""",7774.6,survey-likert,18,1006378,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""freq"":2}",[0],test,"""","""","""",""""
632,678,43,1,"""",3126.2,survey-likert,19,1009506,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""freq"":4}",[0],test,"""","""","""",""""
633,679,43,1,"""",3895.5,survey-likert,20,1013403,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""freq"":5}",[0],test,"""","""","""",""""
634,680,43,1,"""",3605.8,survey-likert,21,1017011,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""freq"":1}",[0],test,"""","""","""",""""
635,681,43,1,"""",24799.9,survey-text,22,1041814,11,60edecb2a22d916d2ed4a6f9,613ba71658fbe6e81f563b85,5f58d7941af44708223b94da,613ba71658fbe6e81f563b85,"{""Q0"":""10"",""Q1"":""1"",""Q2"":""9"",""Q3"":""1"",""Q4"":""}","""","""","""","""","""",""""
636,682,44,2,"[{""page_index"":0,""viewing_time"":7623},{""page_index"":1,""viewing_time"":11703},{""page_index"":2,""viewing_time"":5513},{""page_index"":3,""viewing_time"":7413}]",32252,instructions,0,32257,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"""","""","""","""","""","""",""""
637,683,44,2,"""",38509,survey-text,1,70771,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Q0"":""I commit to do my best to try to write high-quality plans. I recognize that if I do not try my best to generate a plan for each goal, I may not be paid.""}","""","""","""","""","""",""""
638,684,44,2,"[{""page_index"":0,""viewing_time"":1593}]",1593,instructions,2,72366,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"""","""","""","""","""","""",""""
639,685,44,2,"""",10348,survey-multi-choice,3,82719,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""","""",""""
640,686,44,2,"[{""page_index"":0,""viewing_time"":1258}]",1258,instructions,4,83980,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"""","""","""","""","""","""",""""
641,687,44,2,"""",126171,survey-text,5,210153,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Plan"":""To get a sofa onto the roof of the house, there could be several options to achieve this task. This would depend on tall the house was. This could require different machinery as well. I am not too familiar with equipment like that, but something like a crane or something similar to lift heavy objects could be useful. This would require also at least someone to operate the machine. If the house is shorter, potentially a sturdy ladder and a few people who are capable of carrying the couch could do.""}","""",test,Get your sofa onto the roof of your house.,"""","""","generate, unconstrained"
642,688,44,2,"""",100378,survey-text,6,310532,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Plan"":""To play baseball with friends, you would first need to find some friends who were interested in playing. A few friends could play catch, and a larger group of friends could play a full game. If people are interested, you would need to find an area to play as well. A larger field could work, or you could look for a baseball diamond. Tools such as bats, baseballs, and gloves would be needed.""}","""",test,Play baseball with your friends.,"""","""","generate, unconstrained"
643,689,44,2,"""",93434,survey-text,7,403967,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Plan"":""To make a new pair of shoes, you would need to do some research to learn how shoes are typically made. You would need to have an idea in mind for the style or fabric of shoe and learn how those are specifically made. You would need to come up with a design as well for how you wanted your shoe to look. Then, you'd need to find the right machinery and supplies to make that shoe, potentially consulting someone who has experience.""}","""",test,Make a pair of new shoes.,"""","""","generate, unconstrained"
644,690,44,2,"""",65565,survey-text,8,469533,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Plan"":""To cool down in a heat wave, you would need to seek shelter in some place, at a house, or some area that would have air conditioning or a fan of some sort. You need to drink a lot of water as well to stay hydrated. Potentially, you could also go to a beach or large body of water to swim and cool down that way.""}","""",test,Cool down in a record-breaking heat wave.,"""","""","generate, unconstrained"
645,691,44,2,"""",94292,survey-text,9,563826,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Plan"":""To steal the championship trophy from your school, you would need to figure out how to access the school's award case, whether there is a key that operates it or whether it is unlocked. You would need to maybe work with someone else to help coordinate this as well to understand the schedule of school employees or building managers to make sure they don't catch you. Then, you would need to figure out a plan after you get the trophy as to not get caught and how you would get back home or wherever you'd want to bring the trophy.""}","""",test,Steal the championship trophy from behind your school's award case.,"""","""","generate, unconstrained"
646,692,44,2,"""",70955,survey-text,10,634782,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Plan"":""To take your dog for a walk, you would need to make sure it was a good day outside for a walk. You would also need to plan for a good time, where you wouldn't have to work and where your dog would be ready for a walk. Then you would need to make sure you have the proper supplies, like a leash, and anything else you would need. Then you would need to plan a good route for the walk to make sure there is nothing dangerous or in the way of a walk.""}","""",test,Take your dog for a walk.,"""","""","generate, unconstrained"
647,693,44,2,"""",55898,survey-text,11,690682,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Plan"":""To help your local town mayor win re-election, potentially you could contact their campaign and ask if there is anything you could help with or ways to advocate for their campaign. You could go from house to house in your neighborhood to share with people the ongoing issues and start conversation regarding local town politics. ""}","""",test,Help your local town mayor win re-election.,"""","""","generate, unconstrained"
648,694,44,2,"[{""page_index"":0,""viewing_time"":1873},{""page_index"":1,""viewing_time"":10406}]",12279,instructions,12,702963,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"""","""","""","""","""","""",""""
649,695,44,2,"""",8102,survey-multi-choice,13,711071,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By moving sliders.""}","[0,1]","""","""","""","""",""""
650,696,44,2,"[{""page_index"":0,""viewing_time"":2508},{""page_index"":1,""viewing_time"":4096}]",6604,instructions,14,717678,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"""","""","""","""","""","""",""""
651,697,44,2,"""",3897,survey-multi-choice,15,721576,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
652,698,44,2,"[{""page_index"":0,""viewing_time"":1420}]",1420,instructions,16,722998,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"""","""","""","""","""","""",""""
653,699,44,2,"""",8061,survey-likert,17,731062,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""freq"":5}",[0],test,"""","""","""",""""
654,700,44,2,"""",6556,survey-likert,18,737620,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""freq"":1}",[0],test,"""","""","""",""""
655,701,44,2,"""",5212,survey-likert,19,742837,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""freq"":3}",[0],test,"""","""","""",""""
656,702,44,2,"""",2552,survey-likert,20,745392,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""freq"":0}",[0],test,"""","""","""",""""
657,703,44,2,"""",6034,survey-likert,21,751432,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""freq"":4}",[0],test,"""","""","""",""""
658,704,44,2,"""",2827,survey-likert,22,754263,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""freq"":0}",[0],test,"""","""","""",""""
659,705,44,2,"""",3816,survey-likert,23,758084,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""freq"":2}",[0],test,"""","""","""",""""
660,706,44,2,"""",18034,survey-text,24,776135,43,60edecb2a22d916d2ed4a6f9,613ba742df9dd6277499e1cd,612fd01829bff13f1c15b831,613ba742df9dd6277499e1cd,"{""Q0"":""10"",""Q1"":""4"",""Q2"":""6"",""Q3"":""1"",""Q4"":""}","""","""","""","""","""",""""
661,707,47,1,"[{""page_index"":0,""viewing_time"":9542.90000000596},{""page_index"":1,""viewing_time"":72043.59999999404},{""page_index"":2,""viewing_time"":8957},{""page_index"":3,""viewing_time"":8638}]",99183.8,instructions,0,99251,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"""","""","""","""","""","""",""""
662,708,47,1,"""",67361.3,survey-text,1,166649,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Q0"":""I commit to do my best to try to write high-quality plans. I recognize that if I do not try my best to generate a plan for each goal, I may not be paid.""}","""","""","""","""","""",""""
663,709,47,1,"[{""page_index"":0,""viewing_time"":4518.399999991059}]",4519,instructions,2,171173,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"""","""","""","""","""","""",""""
664,710,47,1,"""",30213.7,survey-multi-choice,3,201397,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Q0"":""Plans to achieve goals."",""Q1"":""By writing text."",""Q2"":""Not making a good attempt to write a high-quality answer for each task.""}","[0,1,2]","""","""","""","""",""""
665,711,47,1,"[{""page_index"":0,""viewing_time"":2214.0999999940395}]",2215.2,instructions,4,203618,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"""","""","""","""","""","""",""""
666,712,47,1,"""",182628.8,survey-text,5,386261,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Plan"":""First, I will need to go to the paint store to purchase the paint and equipment that is needed (brushes, rollers, etc). Then I will need to get my workspace cleared, making sure that I can access all areas of the fence that need painted.  Then I can begin painting the fence, making sure to cover the fence evenly with paint.""}","""",test,Paint a fence.,"""","""","generate, unconstrained"
667,713,47,1,"""",186533.1,survey-text,6,572809,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Plan"":""First I will look into community groups, to see if there is anyone involved in nature preservation in the area.  I will also see if hunting is allowed in my local woods, and if not make sure to put up signs informing hunters of this fact.  I will also put flyers up throughout the town, as well as on online community message boards, informing the people of our community that it is hunting season but that we should protect our deer.""}","""",test,Protect the deer in your nearby woods during hunting season.,"""","""","generate, unconstrained"
668,714,47,1,"""",197834.7,survey-text,7,770660,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Plan"":""First, I would sketch out the plan for the float on paper, until I get the design that I am happy with.  Then I would figure out what supplies are needed to be able to create the design.  I would purchase the supplies, and then work to assemble the float according to the sketches.  I would also likely have to gather a team to help me with this task, so that I can have various opinions and and different skill sets to assist me with this.""}","""",test,Build a float to dazzle the crowd at the Macy's Day Parade.,"""","""","generate, unconstrained"
669,715,47,1,"""",90928.8,survey-text,8,861602,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Plan"":""My first plan would be to bang on the door loudly, and make as much noise as I could, in the hopes that someone would be able to hear me and unlock the door for me.  If that did not work, I would explore my surroundings to see if I can find something that will help me to break down the door.""}","""",test,Escape from inside a locked custodial closet.,"""","""","generate, unconstrained"
670,716,47,1,"""",101842,survey-text,9,963460,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Plan"":""I would first find a recipe for the cake I would like to bake, and then ensure that I have all the ingredients necessary. I would then preheat the oven, and mix the ingredients as instructed.  When the oven is up to temperature, I would bake the cake for the instructed amount of time. After the cake is baked, I would let it cool, after which I would frost it and then serve it.""}","""",test,Bake a cake.,"""","""","generate, unconstrained"
671,717,47,1,"""",142714.9,survey-text,10,1106185,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Plan"":""To jump over a six foot tall man, I would ask him to lay down on the ground.  After he has laid down, I would jump over him. This was, instead of having to jump vertically 6 feet in the air, I would only have to jump a foot or so in the air.""}","""",test,Jump over a six foot tall man.,"""","""","generate, unconstrained"
672,718,47,1,"""",69539.2,survey-text,11,1175750,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Plan"":""As I don't know how to escape quicksand, I would try to stay as calm as possible, because I feel like struggling or panicking would only make it worse.  I would slowly try to pull myself out, or call for help, in the hopes that someone nearby me would be able to assist me.""}","""",test,Escape quicksand.,"""","""","generate, unconstrained"
673,719,47,1,"[{""page_index"":0,""viewing_time"":3011.0999999940395},{""page_index"":1,""viewing_time"":9077.20000000298}]",12090.5,instructions,12,1187842,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"""","""","""","""","""","""",""""
674,720,47,1,"""",8581.7,survey-multi-choice,13,1196435,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Q0"":""How frequently you think people try to achieve each goal."",""Q1"":""By selecting an option from a multiple choice scale.""}","[0,1]","""","""","""","""",""""
675,721,47,1,"[{""page_index"":0,""viewing_time"":1720.0999999940395}]",1722.1,instructions,14,1198161,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"""","""","""","""","""","""",""""
676,722,47,1,"""",14046.3,survey-likert,15,1212223,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""freq"":2}",[0],test,"""","""","""",""""
677,723,47,1,"""",7119.3,survey-likert,16,1219349,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""freq"":3}",[0],test,"""","""","""",""""
678,724,47,1,"""",4340.1,survey-likert,17,1223705,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""freq"":3}",[0],test,"""","""","""",""""
679,725,47,1,"""",9572,survey-likert,18,1233283,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""freq"":4}",[0],test,"""","""","""",""""
680,726,47,1,"""",9178.4,survey-likert,19,1242477,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""freq"":2}",[0],test,"""","""","""",""""
681,727,47,1,"""",8065.9,survey-likert,20,1250548,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""freq"":5}",[0],test,"""","""","""",""""
682,728,47,1,"""",2718.8,survey-likert,21,1253281,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""freq"":4}",[0],test,"""","""","""",""""
683,729,47,1,"""",23199.1,survey-text,22,1276503,32,60edecb2a22d916d2ed4a6f9,613ba79fd01193fca8016b5f,61016fba26e42d1d449f890d,613ba79fd01193fca8016b5f,"{""Q0"":""10"",""Q1"":""7"",""Q2"":""8"",""Q3"":""3"",""Q4"":""n/a""}","""","""","""","""","""",""""
684,730,48,2,"[{""page_index"":0,""viewing_time"":225981},{""page_index"":1,""viewing_time"":21979.09999999404},{""page_index"":2,""viewing_time"":16076.40000000596},{""page_index"":3,""viewing_time"":17496.19999998808}]",281533.6,instructions,0,281594,15,60edecb2a22d916d2ed4a6f9,613ba7b30e0d3f3ab77362c9,5fc6e3a0040c3f0e7cb45c8a,613ba7b30e0d3f3ab77362c9,"""","""","""","""","""","""",""""
685,731,48,2,"""",140519.6,survey-text,1,422143,15,60edecb2a22d916d2ed4a6f9,613ba7b30e0d3f3ab77362c9,5fc6e3a0040c3f0e7cb45c8a,613ba7b30e0d3f3ab77362c9,"{""Q0"":""I commit to do my best to try to write high-quality plans. I recognize that if I do not try my best to generate a plan for each goal, I may not be paid.""}","""","""","""","""","""",""""
