,level_0,index,run_id,condition,view_history,rt,trial_type,trial_index,time_elapsed,internal_node_id,PROLIFIC_PID,STUDY_ID,SESSION_ID,subject_id,study_id,session_id,response,question_order,prompt,task,subj_id,plan,batch_idx,goal_type,recorded_at,ip,user_agent,device,browser,browser_version,platform,platform_version,source_code_version,rating
2707,3033,3035,38,46,"""",14583.20000000298,survey-likert,24,280574,0.0-2.0-0.19,6144f7e2bf25aad25ae610a1,61e05c6eb0cfe8c09374f8c6,61e07329afc2b95b74e4ea16,6144f7e2bf25aad25ae610a1,61e05c6eb0cfe8c09374f8c6,61e07329afc2b95b74e4ea16,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,"This could have happened because the apple was actually a bowling ball. The person who dropped the apple was actually a bowling ball bowler. The person was practicing his bowling by throwing bowling balls from trees. The person was practicing his bowling by throwing bowling balls from trees, and one of the balls happened to be an apple. The person was practicing his bowling by throwing bowling balls from trees, and one of the balls happened to be an apple, and the ball landed on Isaac Newton's head.",45,all-constraints,2022-01-13 18:45:09,75.177.133.132,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,6.1,ee06c26e3904ece436b305bb5259738c,0
2805,3141,3143,41,49,"""",15502,survey-likert,36,1030253,0.0-2.0-0.33,5eaefec7c1324e5def56caf8,61e05c6eb0cfe8c09374f8c6,61e07327b36a254cfa4b1ccf,5eaefec7c1324e5def56caf8,61e05c6eb0cfe8c09374f8c6,61e07327b36a254cfa4b1ccf,"{""humanness"":0}",[0],"If a confetti cannon is fired, then it produces a loud noise. But suppose a confetti cannon is fired, and then it does not produce a loud noise. However, the reason this happened was not that the confetti cannon was defective, the cannon was jammed, there was not enough confetti in the cannon, or that the people were wearing ear plugs.",rate_humanness,gpt-3,"This could have happened because they were wearing ear plugs, but they were not wearing ear plugs.",48,all-constraints,2022-01-13 18:45:16,136.50.210.9,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3015,3371,3373,46,43,"""",21818.44999999157,survey-likert,36,750682,0.0-2.0-0.33,5e869a2ada38292db0605de5,61e05c6eb0cfe8c09374f8c6,61e07352e33f99d930857811,5e869a2ada38292db0605de5,61e05c6eb0cfe8c09374f8c6,61e07352e33f99d930857811,"{""humanness"":0}",[0],"If someone falls from a high height onto their outstretched arm, then they will break their wrist. But suppose someone falls from a high height onto their outstretched arm, and then they do not break their wrist. However, the reason this happened was not that they landed on something soft, the person had resilient bones, the person was extremely light, or they landed in a way that their wrist bent instead of broke.",rate_humanness,gpt-3,"This could have happened because they fell on a part of their arm that was not their wrist, they fell on their hand instead of their arm, they landed on a pillow, they landed on a pile of mattresses, they landed on a mattress stuffed with pillows, they landed on a mattress stuffed with mattresses, they landed on a mattress stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with mattresses stuffed with pillows, they landed on a mattress stuffed with mattresses stuffed with mattresses stuffed with.",42,all-constraints,2022-01-13 18:45:47,24.148.32.160,"Mozilla/5.0 (X11; CrOS armv7l 13099.110.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.136 Safari/537.36",WebKit,Chrome,84.0.4147.136,ChromeOS,,ee06c26e3904ece436b305bb5259738c,0
3021,3377,3379,46,43,"""",8178.295000005164,survey-likert,42,808545,0.0-2.0-0.39,5e869a2ada38292db0605de5,61e05c6eb0cfe8c09374f8c6,61e07352e33f99d930857811,5e869a2ada38292db0605de5,61e05c6eb0cfe8c09374f8c6,61e07352e33f99d930857811,"{""humanness"":0}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves, they were immune, or they used preventative medical cream beforehand.",rate_humanness,gpt-3,This could have happened because the person did not touch the poison ivy directly but instead touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had touched the poison ivy plant that had.,42,all-constraints,2022-01-13 18:45:47,24.148.32.160,"Mozilla/5.0 (X11; CrOS armv7l 13099.110.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/84.0.4147.136 Safari/537.36",WebKit,Chrome,84.0.4147.136,ChromeOS,,ee06c26e3904ece436b305bb5259738c,0
3076,3440,3442,48,44,"""",10363,survey-likert,13,478964,0.0-2.0-0.10,5f9d53c5a1f16e2576a935ed,61e05c6eb0cfe8c09374f8c6,61e07356cca25dc611d0659b,5f9d53c5a1f16e2576a935ed,61e05c6eb0cfe8c09374f8c6,61e07356cca25dc611d0659b,"{""humanness"":0}",[0],"If an apple falls from a tree, then it hits the ground. But suppose an apple falls from a tree, and then it does not hit the ground. However, the reason this happened was not that someone caught the apple, the apple fell onto a branch, the apple was sealed in a bag which got stuck in the tree, the apple landed in a basket, the apple landed in a hammock, or the apple landed on Isaac Newton's head.",rate_humanness,gpt-3,"This could have happened because the apple was picked up by a helicopter. Or it could be that the apple was picked up by a helicopter, but the helicopter was piloted by Newton.",43,all-constraints,2022-01-13 18:45:49,47.135.207.171,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3103,3467,3469,48,44,"""",7940.200000047684,survey-likert,40,757950,0.0-2.0-0.37,5f9d53c5a1f16e2576a935ed,61e05c6eb0cfe8c09374f8c6,61e07356cca25dc611d0659b,5f9d53c5a1f16e2576a935ed,61e05c6eb0cfe8c09374f8c6,61e07356cca25dc611d0659b,"{""humanness"":0}",[0],"If a cymbal is hit with a drum stick, then it clangs. But suppose a cymbal is hit with a drum stick, and then it does not clang. However, the reason this happened was not that the drumstick was made of soft material, the cymbal was padded, the cymbal was stuck, or that the cymbal was not hit hard enough.",rate_humanness,gpt-3,"This could have happened because the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft it did not clang when hit, the cymbal was hit with a drumstick that was made of a material that was so soft.",43,all-constraints,2022-01-13 18:45:49,47.135.207.171,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3109,3477,3479,5,12,"""",49065.60000000149,survey-likert,4,425719,0.0-2.0-0.1,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.",rate_humanness,gpt-3,This could have happened because it is winter and the snowman is not melting.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3111,3479,3481,5,12,"""",26848.70000000298,survey-likert,6,471615,0.0-2.0-0.3,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If a door is locked with a bolt, then it cannot be opened. But suppose a door is locked with a bolt, and then it is opened.",rate_humanness,gpt-3,This could have happened because the door was already unlocked.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3112,3480,3482,5,12,"""",44660.20000000298,survey-likert,7,516284,0.0-2.0-0.4,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If a severe earthquake occurs near an office building, then the shelves in the office fall down. But suppose a severe earthquake occurs near an office building, and then the shelves in the office do not fall down.",rate_humanness,gpt-3,This could have happened because the shelves were not filled with heavy enough things.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3114,3482,3484,5,12,"""",20498.39999999851,survey-likert,9,565991,0.0-2.0-0.6,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.",rate_humanness,gpt-3,"This could have happened because the grass is covered in a tarpaulin, or the grass is covered with a layer of soil and cannot be penetrated by water droplets.",11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3118,3486,3488,5,12,"""",26850.89999999851,survey-likert,13,672496,0.0-2.0-0.10,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.",rate_humanness,gpt-3,"This could have happened because the light was not unplugged, it was simply turned off.",11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3119,3487,3489,5,12,"""",14510,survey-likert,14,687008,0.0-2.0-0.11,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If a blue slushie is spilled on a carpet, then the carpet is stained blue. But suppose a blue slushie is spilled on a carpet, and then the carpet is not stained blue.",rate_humanness,gpt-3,This could have happened because the carpet was cleaned before the slushie was spilled.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3122,3490,3492,5,12,"""",30405.29999999702,survey-likert,17,762720,0.0-2.0-0.14,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.",rate_humanness,gpt-3,This could have happened because the person had asthma and was therefore more resistant to the smoke.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3125,3493,3495,5,12,"""",39293.30000000447,survey-likert,20,852468,0.0-2.0-0.17,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If rocks are thrown at a window, then the window breaks. But suppose rocks are thrown at a window, and then the window does not break.",rate_humanness,gpt-3,"This could have happened because the rocks were frozen, which made them less likely to break the window.",11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3127,3495,3497,5,12,"""",16888.60000000149,survey-likert,22,895175,0.0-2.0-0.19,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If plants are not watered, then they die. But suppose plants are not watered, and then they do not die.",rate_humanness,gpt-3,This could have happened because they were watered yesterday.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3132,3500,3502,5,12,"""",13901.10000000149,survey-likert,27,997290,0.0-2.0-0.24,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If a person breathes in wildfire smoke, then they cough. But suppose a person breathes in wildfire smoke, and then they do not cough.",rate_humanness,gpt-3,This could have happened because the person might have had a cold and the smoke would not have bothered them.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3137,3505,3507,5,12,"""",13369.89999999851,survey-likert,32,1053184,0.0-2.0-0.29,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If the weather gets hotter around a snowman in a backyard, then the snowman melts. But suppose the weather gets hotter around a snowman in a backyard, and then the snowman does not melt.",rate_humanness,gpt-3,"This could have happened because the snowman was actually a snowwoman, and she was just taking a nap.",11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3138,3506,3508,5,12,"""",9853.89999999851,survey-likert,33,1063047,0.0-2.0-0.30,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.",rate_humanness,gpt-3,This could have happened because the grass was already wet from the rain the day before.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3139,3507,3509,5,12,"""",16296.70000000298,survey-likert,34,1079349,0.0-2.0-0.31,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If it rains over grass, then the grass becomes wet. But suppose it rains, and then the grass does not become wet.",rate_humanness,gpt-3,"This could have happened because the grass is getting rained on, but it is covered in a tarp.",11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3140,3508,3510,5,12,"""",13958.79999999702,survey-likert,35,1093313,0.0-2.0-0.32,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on.",rate_humanness,gpt-3,"This could have happened because the light was a fake light, and it was plugged in the whole time.",11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3141,3509,3511,5,12,"""",12982.29999999702,survey-likert,36,1106300,0.0-2.0-0.33,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If an egg carton is dropped, then the eggs break. But suppose an egg carton is dropped, and then the eggs do not break.",rate_humanness,gpt-3,This could have happened because the eggs were not fresh and therefore were not fully developed.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3142,3510,3512,5,12,"""",29858.30000000447,survey-likert,37,1136163,0.0-2.0-0.34,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,5783027f913c71000197300d,61e05c6eb0cfe8c09374f8c6,61e0652a4db2c5d02501918c,"{""humanness"":0}",[0],"If pest outbreaks occur on a farm, then crops in the farm die. But suppose pest outbreaks occur on a farm, and then crops in the farm do not die.",rate_humanness,gpt-3,This could have happened because the pests were only eating the dead crops on the ground and not the living crops.,11,unconstrained,2022-01-13 17:45:20,73.160.199.154,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3275,3657,3659,53,34,"""",11625.5,survey-likert,46,623660,0.0-2.0-0.41,5f0f771eeab74413eb386872,61e05c6eb0cfe8c09374f8c6,61e07356336831f3c66fa9cb,5f0f771eeab74413eb386872,61e05c6eb0cfe8c09374f8c6,61e07356336831f3c66fa9cb,"{""humanness"":0}",[0],"If a fire in an apartment occurs, then the fire alarm goes off. But suppose a fire in an apartment occurs, and then the fire alarm do not goes off. However, the reason this happened was not that the batteries in the fire alarm were dead.",rate_humanness,gpt-3,This could have happened because the fire alarm was broken before the fire started. The fire alarm was broken because the fire alarm was dropped by someone who was moving out of the apartment. The fire alarm was dropped because the fire alarm was broken by someone who was moving out of the apartment. The fire alarm was broken because someone hit it with a hammer.,33,single-constraint,2022-01-13 18:45:57,73.94.140.62,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,6.1,ee06c26e3904ece436b305bb5259738c,0
3344,3734,3736,55,26,"""",22253.899999976158,survey-likert,29,788610,0.0-2.0-0.26,5c6dcac242fe6b0001908ed9,61e05c6eb0cfe8c09374f8c6,61e0734430eb99d4a0077b0c,5c6dcac242fe6b0001908ed9,61e05c6eb0cfe8c09374f8c6,61e0734430eb99d4a0077b0c,"{""humanness"":0}",[0],"If someone touches poison ivy, then they get a rash. But suppose touches poison ivy, and then they do not get a rash. However, the reason this happened was not that they were wearing gloves.",rate_humanness,gpt-3,This could have happened because the poison ivy is dead. The gloves are made out of poison ivy. The gloves are made out of a special material that prevents the poison ivy from getting through it.,25,single-constraint,2022-01-13 18:46:06,108.49.99.61,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.71 Safari/537.36",WebKit,Chrome,97.0.4692.71,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3376,3770,3772,54,19,"""",10306.799999952316,survey-likert,19,502271,0.0-2.0-0.16,6161f9a07e64e17da69c2b7c,61e05c6eb0cfe8c09374f8c6,61e073650a617d4b2c8cd1b6,6161f9a07e64e17da69c2b7c,61e05c6eb0cfe8c09374f8c6,61e073650a617d4b2c8cd1b6,"{""humanness"":0}",[0],"If a blue slushie is spilled on a carpet, then the carpet is stained blue. But suppose a blue slushie is spilled on a carpet, and then the carpet is not stained blue.",rate_humanness,gpt-3,This could have happened because the carpet was white and the blue slushie was blue raspberry flavored.,18,unconstrained,2022-01-13 18:46:02,47.197.98.43,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.110 Safari/537.36",WebKit,Chrome,96.0.4664.110,Windows,10.0,ee06c26e3904ece436b305bb5259738c,0
3415,3813,3815,57,55,"""",19796.99999999994,survey-likert,16,412871,0.0-2.0-0.13,60ffbf03ecb04aac6d46cf5b,61e05c6eb0cfe8c09374f8c6,61e0736a1543b1ccc0af7932,60ffbf03ecb04aac6d46cf5b,61e05c6eb0cfe8c09374f8c6,61e0736a1543b1ccc0af7932,"{""humanness"":0}",[0],"If a piano is dropped from a skyscraper, then the piano shatters. But suppose a piano is dropped from a skyscraper, and then the piano does not shatter. However, the reason this happened was not that the piano landed on a mattress, the piano landed on feathers, the piano landed on a trampoline, the piano was encased in a very protective foam, the piano was made of steel, the piano was made of plastic, the piano swung instead because it was attached to a large crane by a rope, or Spiderman caught the piano in a web.",rate_humanness,gpt-3,This could have happened because the piano was dropped from a blimp.,54,all-constraints,2022-01-13 18:46:07,173.79.115.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Macintosh,Safari,15.1,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
3416,3814,3816,57,55,"""",20755,survey-likert,17,433631,0.0-2.0-0.14,60ffbf03ecb04aac6d46cf5b,61e05c6eb0cfe8c09374f8c6,61e0736a1543b1ccc0af7932,60ffbf03ecb04aac6d46cf5b,61e05c6eb0cfe8c09374f8c6,61e0736a1543b1ccc0af7932,"{""humanness"":0}",[0],"If a light is unplugged, then the light cannot turn on. But suppose a light is unplugged, and then the light can turn on. However, the reason this happened was not that the light also has an internal battery source, the room was haunted by a ghost who turned on the light, or that the light was struck by lighting that was temporarily electrically charged.",rate_humanness,gpt-3,"This could have happened because the light was still plugged in, but the plug was pulled out of the wall.",54,all-constraints,2022-01-13 18:46:07,173.79.115.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Macintosh,Safari,15.1,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
3423,3821,3823,57,55,"""",28047,survey-likert,24,576705,0.0-2.0-0.21,60ffbf03ecb04aac6d46cf5b,61e05c6eb0cfe8c09374f8c6,61e0736a1543b1ccc0af7932,60ffbf03ecb04aac6d46cf5b,61e05c6eb0cfe8c09374f8c6,61e0736a1543b1ccc0af7932,"{""humanness"":0}",[0],"If someone turns on a bathtub tap, then a bathtub fills with water. But suppose someone turns on a bathtub tap, and then the bathtub does not fill with water. However, the reason this happened was not that the person did not pay their water bill so the supply was turned off, there was a leaky water pip, or the bath drain is not plugged with a stopper.",rate_humanness,gpt-3,"This could have happened because the bathtub was filled with water before the person turned on the tap. The person who turned the tap on was actually the character who is going to be murdered in the next scene, and the water was drained out through the bathtub drain before the scene began.",54,all-constraints,2022-01-13 18:46:07,173.79.115.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.1 Safari/605.1.15",Macintosh,Safari,15.1,OS X,10_15_7,ee06c26e3904ece436b305bb5259738c,0
